model,ad_title,year,km,color,price,ad_date,location,city
                        1.4 Basicline,    Gel bak oyle al,2004,299000.0,                    Beyaz,36000.0,2019-12-28,                        AnkaraKeçiören,Ankara
                        1.6 Comfortline Classic,    1999 VW POLO 1.6 COMFORTLİNE Classic HATASIZ KLİMALI SEDAN LPG,1999,241500.0,                    Kırmızı,27750.0,2019-12-28,                        BartınMerkez,Bartın
                        1.4 TDi Basicline,    ÖZ ATADAN SATILIK 2004 1.4 POLO DIESEL,2004,251000.0,                    Beyaz,38000.0,2019-12-28,                        AnkaraYenimahalle,Ankara
                        1.4 TDi Trendline,    GÜNEŞ OTO DAN 2008 ORJİNAL POLO 14 TDİ YENİ VİZELİ MASRAFSIZ,2008,253000.0,                    Siyah,43000.0,2019-12-28,                        AydınGermencik,Aydın
                        1.4 Trendline,    VOLKSWAGEN POLO 1.4 TREDLİNE,2005,251000.0,                    Gümüş Gri,38500.0,2019-12-28,                        AntalyaAlanya,Antalya
                        1.6 TDi Comfortline,    2013 model temiz polo,2013,252000.0,                    Beyaz,48750.0,2019-12-28,                        BursaNilüfer,Bursa
                        1.4 Comfortline,    POLO 1.4 16V Comfortline,2000,250000.0,                    Mavi,23400.0,2019-12-28,                        BursaOsmangazi,Bursa
                        1.4 TDi Trendline,    BEYRUHA AUTO WW POLO 1.4 TDİ TRENDLİNE 2007,2006,270000.0,                    Siyah,45500.0,2019-12-28,                        KonyaKaratay,Konya
                        1.9 TDi Trendline Classic,    Temiz aile araci,2000,303000.0,                    Beyaz,26500.0,2019-12-28,                        GiresunMerkez,Giresun
                        1.6,    Sahibinden Kupon Araç,1997,270000.0,                    Kırmızı,24250.0,2019-12-28,                        AydınSöke,Aydın
                        1.4 Comfortline,    ASKERİ PERSONELDEN EKONOMİNİK SATIŞDA,2005,241000.0,                    Gri,39900.0,2019-12-28,                        KonyaEreğli,Konya
                        1.6 Classic,    CLASSİC POLO,1997,263075.0,                    Kırmızı,20750.0,2019-12-28,                        TekirdağÇerkezköy,Tekirdağ
                        1.6 Classic,    ERENLERDEN 1997 VOLKSWAGEN POLO KLİMALI KLASSİC,1997,250000.0,                    Yeşil,25000.0,2019-12-28,                        AntalyaAlanya,Antalya
                        1.4 Comfortline,    _2012 MODEL VOLKSWAGEN POLO 1.4 COMFORTLİNE_DSG ŞANZUMAN_,2012,235000.0,                    Beyaz,69500.0,2019-12-28,                        AntalyaKumluca,Antalya
                        1.4 Comfortline,    EYMEN AUTO'DAN 1. SINIF POLO,2002,302258.0,                    Kırmızı,28900.0,2019-12-28,                        KayseriKocasinan,Kayseri
                        1.6 Classic,    Polo 1.6 temiz,1998,230000.0,                    Kırmızı,23000.0,2019-12-28,                        AnkaraAltındağ,Ankara
                        1.6,    TEMİZ BAKIMLI POLO CLASSİC ACIKLAMADAKİ NUMARAYI ARAYIN,1997,277000.0,                    Kırmızı,22750.0,2019-12-28,                        SakaryaPamukova,Sakarya
                        1.6,    DEĞİŞENSİZ KLİMA LPG,1998,242000.0,                    Beyaz,23750.0,2019-12-28,                        OsmaniyeMerkez,Osmaniye
                        1.6 Comfortline Classic,    ACIL PAZARLIKLI TEMİZ ARAÇ ARAYANLARA,2001,245000.0,                    Kırmızı,28250.0,2019-12-28,                        AnkaraMamak,Ankara
                        1.2 TDi Trendline,"    2012 Polo degisensiz, masrafsız",2012,230000.0,                    Beyaz,55000.0,2019-12-29,                        AntalyaManavgat,Antalya
                        1.2 TDi BlueMotion,    işiyle deşirket aracı km ye göre temiz yarısı peşin vade yapılır,2013,270000.0,                    Beyaz,77500.0,2019-12-29,                        İstanbulEsenyurt,İstanbul
                        1.6 Comfortline Classic,    sahibinden orjinal polo son fiyat,2000,237000.0,                    Füme,27900.0,2019-12-29,                        TekirdağÇorlu,Tekirdağ
                        1.4 TDi Trendline,    GÜVEN GALERİDEN 1.4 TDİ POLO TRENDLİNE,2004,301000.0,                    Beyaz,35000.0,2019-12-29,                        GaziantepNurdağı,Gaziantep
                        1.6 Classic,    xxxGŪLEZ MOTORS DAN 1999 POLO KLASİKxxx,1999,260000.0,                    Lacivert,22000.0,2019-12-29,                        AntalyaAlanya,Antalya
                        1.4 TDi Basicline,    SAHİBİNDEN SATILIK 2004 1.4 TDI POLO YAKIT CİMRİSİ,2004,290000.0,                    Beyaz,33500.0,2019-12-29,                        KayseriKocasinan,Kayseri
                        1.6 Classic,    Hastasına polo klasik,1997,305000.0,                    Beyaz,23000.0,2019-12-29,                        BursaYenişehir,Bursa
                        1.6,    97 klimalı polo,1997,273000.0,                    Yeşil,24750.0,2019-12-29,                        SamsunÇarşamba,Samsun
                        1.6,    orjinal araba,1997,319000.0,                    Yeşil,23750.0,2019-12-29,                        DiyarbakırBismil,Diyarbakır
                        1.6 TDi Comfortline,    SEÇKİN OTOMOTİVDEN HATASIZ BOYASIZ 2013POLO OTOMATİK,2013,234000.0,                    Beyaz,74750.0,2019-12-29,                        KonyaAkşehir,Konya
                        1.6,    HATİPOĞLU OTOMOTİV'DEN Volkswagen Polo 1.6 OTOMATİK,1998,240000.0,                    Mavi,34250.0,2019-12-29,                        KonyaKaratay,Konya
                        1.6,    Klimalı düzgün Polo!,1996,238000.0,                    Mavi,19000.0,2019-12-29,                        AfyonkarahisarMerkez,Afyonkarahisar
                        1.4 TDi Basicline,    SAHİBİNDEN WW POLO 1.4 TDi 2005 Model,2005,258000.0,                    Beyaz,36000.0,2019-12-29,                        DenizliMerkezefendi,Denizli
                        1.6,    99 Model Polo,1999,251000.0,                    Kırmızı,22500.0,2019-12-29,                        KayseriMelikgazi,Kayseri
                        1.4 Comfortline,    2001 Otomatik Değişensiz Hasar Kayıtsız Bakımlı Memurdan,2001,238000.0,                    Beyaz,38750.0,2019-12-29,                        SamsunÇarşamba,Samsun
                        1.4 Comfortline,    yakıt cimrisi temiz polo,2001,260000.0,                    Beyaz,32750.0,2019-12-29,                        KarabükSafranbolu,Karabük
                        1.6 Comfortline Classic,    polo clasık,2001,247000.0,                    Gri,31000.0,2019-12-30,                        SakaryaHendek,Sakarya
                        1.4,    son 10 gün,2001,284000.0,                    Yeşil,27900.0,2019-12-30,                        KayseriTalas,Kayseri
                        1.6,    Kırmızımı satıyorum,1998,263000.0,                    Kırmızı,25000.0,2019-12-30,                        TekirdağÇerkezköy,Tekirdağ
                        1.4 Trendline,    GÜL OTOMOTİV'DEN 2009 POLO 1.4 OTOMATİK VİTES,2009,249000.0,                    Gümüş Gri,46500.0,2019-12-30,                        İstanbulBağcılar,İstanbul
                        1.6 TDi Comfortline,    SAYFADA Kİ EN GÖSTERİŞLİ ARABA,2012,270000.0,                    Beyaz,56000.0,2019-12-30,                        İstanbulGüngören,İstanbul
                        1.6 Classic,    Bayandan Temiz aile arabasi sahibinden,1997,283000.0,                    Mavi,24000.0,2019-12-30,                        AfyonkarahisarEvciler,Afyonkarahisar
                        1.4 TDi Trendline,    2 deyişenli bayandan temiz polo,2005,233000.0,                    Beyaz,38000.0,2019-12-30,                        AntalyaKonyaaltı,Antalya
                        1.6 Classic,    70 favoriye duyurulur,1999,288000.0,                    Kırmızı,18500.0,2019-12-30,                        KocaeliDiğer,Kocaeli
                        1.4 Trendline,    volkswagen polo,2002,245000.0,                    Gümüş Gri,29000.0,2019-12-30,                        AnkaraKahramankazan,Ankara
                        1.4 TDi Trendline,    SAHiBiNDEN DEGiSENSiZ POLO 1.4 TDi 2008 MODEL SIFIR MOTOR,2008,285000.0,                    Beyaz,35500.0,2019-12-30,                        İzmirBornova,İzmir
                        1.6,    temiz bakımlı aile aracı bayandan,1997,240000.0,                    Kırmızı,29000.0,2019-12-30,                        DenizliPamukkale,Denizli
                        1.6 TDi Comfortline,"    2011 POLO 1,6 TDI OTOMATİK VİTES",2011,249000.0,                    Beyaz,65500.0,2019-12-30,                        Samsunİlkadım,Samsun
                        1.6,    Motosiklet takası vardır.,1997,249000.0,                    Kırmızı,18000.0,2019-12-30,                        İstanbulFatih,İstanbul
                        1.6 Classic,    1998 ORJINAL KLIMALI POLO,1998,263000.0,                    Bordo,24600.0,2019-12-30,                        BalıkesirEdremit,Balıkesir
                        1.4 Trendline,    GÖKHAN AUTO,2001,247000.0,                    Mavi,30750.0,2019-12-30,                        Hatayİskenderun,Hatay
                        1.4 TDi Comfortline,    HASAR KAYITSIZ 2003 POLO,2003,247000.0,                    Beyaz,36500.0,2019-12-30,                        AnkaraPolatlı,Ankara
                        1.6 Classic,    DEĞİSENSİZ HASAR KAYITSIZ POLO CLASSİC 1.6,1998,234000.0,                    Kırmızı,30000.0,2019-12-30,                        İzmirBuca,İzmir
                        1.4 Comfortline,    DEĞİŞENSİZ BAKIMLI POLO GELENE YARDIMCI OLURUM,2000,286000.0,                    Gümüş Gri,29500.0,2019-12-30,                        AnkaraSincan,Ankara
                        1.6,    99 VOLKSWAGEN POLO,1999,230000.0,                    Kırmızı,24000.0,2019-12-30,                        YalovaÇınarcık,Yalova
                        1.4 Highline,    Orjinal temiz,2000,248600.0,                    Gri,28000.0,2019-12-30,                        YozgatMerkez,Yozgat
                        1.4 TDi Trendline,    sahibinden polo konya,2006,232000.0,                    Siyah,37250.0,2019-12-30,                        KonyaKaratay,Konya
                        1.4 Comfortline,    BAYANDAN DEGİŞENSİZ TEMİZ BAKIMLI,2001,269000.0,                    Gümüş Gri,34250.0,2019-12-30,                        KayseriMelikgazi,Kayseri
                        1.6 Classic,    sahibinden temiz polo,1999,293000.0,                    Beyaz,26000.0,2019-12-31,                        KayseriMelikgazi,Kayseri
                        1.4 Sportline,    Aracımız Antep e hayırlı olsun,1998,230214.00000000003,                    Siyah,25500.0,2019-12-31,                        DenizliPamukkale,Denizli
                        1.6,    Acillll son fiyat,1997,273500.0,                    Kırmızı,23000.0,2019-12-31,                        AnkaraÇankaya,Ankara
                        1.9 SDi,    Polo orjinal ilk sahibinden,1998,280000.0,                    Beyaz,24000.0,2019-12-31,                        MuğlaOrtaca,Muğla
                        1.4 Trendline,    1.4 POLLO 2007 ASLAN OTOMOTİV,2007,400000.0,                    Beyaz,36500.0,2019-12-31,                        AdanaYüreğir,Adana
                        1.4 Comfortline,    FULL//KOMPLE ORJİNAL//ABS//A İRBACK//YAĞMUR SENSÖRÜ//,2000,249000.0,                    Mavi,36500.0,2019-12-31,                        SakaryaAdapazarı,Sakarya
                        1.6 Comfortline Classic,    COK TEMIZ FULL POLO 100 LÜK,1998,230000.0,                    Kırmızı,23500.0,2019-12-31,                        AfyonkarahisarMerkez,Afyonkarahisar
                        1.6 Classic,    Acil satılık araç temiz,1997,230000.0,                    Lacivert,20750.0,2019-12-31,                        İstanbulPendik,İstanbul
                        1.4 Comfortline,    İhtiyaçdan dolayı satılık polo.,2000,244420.0,                    Beyaz,28750.0,2019-12-31,                        MersinYenişehir,Mersin
                        1.6 Comfortline Classic,    full orjinal satlık,1998,273000.0,                    Yeşil,23750.0,2019-12-31,                        MersinToroslar,Mersin
                        1.4 Trendline,    2005 POLO 1.4 lpg,2005,235000.0,                    Beyaz,31500.0,2019-12-31,                        KonyaKaratay,Konya
                        1.6 Comfortline Classic,    ACİL FİYATİ DÜŞTÜ,1998,258000.0,                    Gri,23200.0,2019-12-31,                        MersinToroslar,Mersin
                        1.6 Classic,    VW POLO 1.6 -açıklamayı oku-,2000,233000.0,                    Siyah,26350.0,2019-12-31,                        İstanbulÜsküdar,İstanbul
                        1.6,"    97 MODEL ORJİNAL,OTOMATİK VİTES KLİMALI 1.6 LPG,Lİ POLO HB",1997,250000.0,                    Mavi,27250.0,2019-12-31,                        ManisaAlaşehir,Manisa
                        1.4 Trendline,    2007 80 HP memurdan POLO,2007,243000.0,                    Beyaz,43750.0,2019-12-31,                        BilecikBozüyük,Bilecik
                        1.6,    ACİL ACİL SATLIK,2000,249000.0,                    Mavi,23950.0,2019-12-31,                        MersinToroslar,Mersin
                        1.6,    Değişensiz Volkswagen Polo,1998,255000.0,                    Kırmızı,25000.0,2019-12-31,                        İzmirKonak,İzmir
                        1.4 TDi Trendline,    temiz sahibinden,2004,235000.0,                    Beyaz,40000.0,2019-12-31,                        YozgatSarıkaya,Yozgat
                        1.6 Comfortline,    Volkswagen polo 1.6 Sahibinden,1998,340000.0,                    Yeşil,25000.0,2020-01-01,                        SakaryaAkyazı,Sakarya
                        1.6,    KAYRA OTO DAN MASRAFSIZ KLİMALI TEMİZ POLO,1998,280000.0,                    Kırmızı,20900.0,2020-01-01,                        AntalyaKepez,Antalya
                        1.6,    1998-OTOMATİK-Vİ­TES-WOLSVAGEN-POL­O-LPGLİ-TERTEMİZ,1998,235000.0,                    Mavi,31000.0,2020-01-01,                        KastamonuMerkez,Kastamonu
                        1.4 Comfortline,    comfortline 1.4 klimalı,2001,269000.0,                    Beyaz,36000.0,2020-01-01,                        KahramanmaraşDulkadiroğlu,Kahramanmaraş
                        1.6 Classic,    temiz beyaz kelebek,1999,260000.0,                    Beyaz,22000.0,2020-01-01,                        MersinToroslar,Mersin
                        1.2 TDi Trendline,    TEMİZ 1.2TDİ POLO,2013,232000.0,                    Beyaz,54900.0,2020-01-01,                        AnkaraAkyurt,Ankara
                        1.6,    HASTASINA NOKTA HATASIZ,2000,250000.0,                    Beyaz,30750.0,2020-01-01,                        AdanaSeyhan,Adana
                        1.6 Classic,    sahibinden binilecek araba,1997,260000.0,                    Kırmızı,21000.0,2020-01-01,                        İstanbulSultanbeyli,İstanbul
                        1.6,    AUTONAR DAN 97 MODEL POLO 1.6,1997,235000.0,                    Yeşil,22000.0,2020-01-01,                        KonyaÇumra,Konya
                        1.6,    SELDEM MOTORS''DAN 1998 MODEL - LPG'Lİ - ORJİNAL - POLO,1998,271000.0,                    Kırmızı,25700.0,2020-01-01,                        KonyaKaratay,Konya
                        1.4 Basicline,    KILINÇOĞULLARI OTOMOTİV GÜVENCESİYLE WOSWAGEN POLO,2004,268000.0,                    Gümüş Gri,38500.0,2020-01-01,                        AdıyamanBesni,Adıyaman
                        1.4 TDi Trendline,    Hatasız boyasız 1.4 Polo,2008,232000.0,                    Gri,47000.0,2020-01-01,                        AntalyaMuratpaşa,Antalya
                        1.6,    POLO 1.6 5 KAPI,1998,244000.0,                    Kırmızı,23900.0,2020-01-01,                        BursaGürsu,Bursa
                        1.4 Basicline,    WOLSWOGEN POLO 1.4 HİÇ TÜP TAKILMAMIŞ SORUNSUZ MASRAFSIZ,2004,269000.0,                    Beyaz,35500.0,2020-01-01,                        ÇorumMerkez,Çorum
                        1.4 TDi Goal,    PEHLİVANLAR'DAN 2006 1.4 TDI GOAL POLO TAKAS OLUR,2006,240000.0,                    Beyaz,36000.0,2020-01-01,                        KayseriKocasinan,Kayseri
                        1.6 Classic,    Acil satılık,1997,285000.0,                    Siyah,24000.0,2020-01-01,                        DüzceMerkez,Düzce
                        1.6,    98 model 1.6 polo,1998,257000.0,                    Bordo,23998.0,2020-01-01,                        İstanbulÜmraniye,İstanbul
                        1.6,    1.6 16 DEGİŞENSİZ 4 PARÇA BOYALI,1997,250000.0,                    Beyaz,24900.0,2020-01-01,                        ÇorumMerkez,Çorum
                        1.6 Comfortline Classic,    MÜKEMMEL TEMİZLİKTE KLİMALI,1998,290000.0,                    Mavi,18900.0,2020-01-01,                        AfyonkarahisarŞuhut,Afyonkarahisar
                        1.4,    2004 MODEL VOLKSWAGEN 1.4 POLO SIFIR MUAYENE,2004,230000.0,                    Gri,32750.0,2020-01-01,                        AntalyaSerik,Antalya
                        1.4 Basicline,    SAHİBİNDEN ACİL SATILIK POLO,2005,240000.0,                    Beyaz,34000.0,2020-01-01,                        KahramanmaraşOnikişubat,Kahramanmaraş
                        1.4 TDi Primeline,    EKONOMİK ŞEHİR İÇİ ARACI,2004,251000.0,                    Gümüş Gri,29999.0,2020-01-01,                        İzmirGaziemir,İzmir
                        1.4 Trendline,    ORJİNAL POLO ARAYANLARA yeni kasa,2005,290000.0,                    Beyaz,38750.0,2020-01-01,                        AntalyaKorkuteli,Antalya
                        1.6,    98 MODEL POLO,1998,230000.0,                    Kırmızı,20000.0,2020-01-01,                        GaziantepŞahinbey,Gaziantep
                        1.4 Goal,    Volkswagen Polo 1.4 GOAL,2007,296000.0,                    Siyah,40000.0,2020-01-01,                        VanEdremit,Van
                        1.4 Comfortline,    SAHİBİNDEN TERTEMİZ POLO,2000,251170.0,                    Gri,29250.0,2020-01-01,                        DüzceMerkez,Düzce
                        1.6,    ALICISINA HAYIRLI OLSUN,1997,230000.0,                    Mavi,21750.0,2020-01-01,                        TekirdağKapaklı,Tekirdağ
                        1.4 TDi Trendline,    2004 1.4 TDİ POLO TRENDLİNE 320000 KM MOTOR DURUMU İYİ,2004,320000.0,                    Beyaz,26500.0,2020-01-02,                        ManisaSoma,Manisa
                        1.4 TDi Goal,    Opsiyonlanmıştır pazartesine kadar,2007,272000.0,                    Beyaz,41000.0,2020-01-02,                        AfyonkarahisarMerkez,Afyonkarahisar
                        1.6,    Temiz kullanılmış Polo,1999,230000.0,                    Beyaz,25750.0,2020-01-02,                        KonyaSelçuklu,Konya
                        1.6 Classic,    EZEL AUTO DAN SATILIK 1997 MODEL 1.6 CLASSİC,1997,262000.0,                    Beyaz,20750.0,2020-01-02,                        GaziantepŞehitkamil,Gaziantep
                        1.6,    Çok temiz Polo,1997,253000.0,                    Mavi,22500.0,2020-01-02,                        İstanbulKağıthane,İstanbul
                        1.6,    bakımlı temiz masrafsız acilacil 1.6 aft motor 100 hp,1997,243000.0,                    Lacivert,25000.0,2020-01-02,                        KastamonuÇatalzeytin,Kastamonu
                        1.4 TDi Trendline,    KLİMALI MASRAFSIZ 1.4 DİZEL POLO,2001,260000.0,                    Mavi,28250.0,2020-01-02,                        AntalyaManavgat,Antalya
                        1.4 TDi Primeline,    ORJİNAL DİZEL 5 KAPI BEYAZ 2003 MODEL HESAPLI HASAR KAYITSIZ,2003,350000.0,                    Beyaz,31900.0,2020-01-02,                        AntalyaMuratpaşa,Antalya
                        1.6,    1998 MODEL VOLKSWAGEN POLO LPG Lİ,1998,262000.0,                    Kırmızı,24000.0,2020-01-02,                        ÇorumMerkez,Çorum
                        1.6,    TEMİZ SAHİBİNDEN POLO,1997,245000.0,                    Kırmızı,17500.0,2020-01-02,                        İstanbulSarıyer,İstanbul
                        1.4 Comfortline,    2001 model polo motor yürüyen muayer takas olur,2001,300100.0,                    Kırmızı,27500.0,2020-01-02,                        KayseriKocasinan,Kayseri
                        1.4 TDi Comfortline,    doruk otomotivden,2004,240000.0,                    Beyaz,35000.0,2020-01-02,                        GaziantepŞehitkamil,Gaziantep
                        1.6 Classic,"    1999 MODEL OTOMATİK POLO CLASSİC, KLİMALI, BEYAZ, BAKIMLI",1999,255000.0,                    Beyaz,26750.0,2020-01-02,                        İstanbulKüçükçekmece,İstanbul
                        1.6 TDi Comfortline,    SİNAN AKÇA'DAN EXTRALI 1.6 TDİ POLO,2013,233000.0,                    Beyaz,58750.0,2020-01-02,                        İzmirAliağa,İzmir
                        1.6 GTi,    Bakmadan geçme,1999,263000.0,                    Mavi,27500.0,2020-01-02,                        SamsunCanik,Samsun
                        1.2 TDi Trendline,    Temiz Masrafsız Polo,2012,268000.0,                    Beyaz,48750.0,2020-01-02,                        AntalyaKepez,Antalya
                        1.6,    Turhan Otomotivden 2000 Model Klimali Lpgli Polo,2000,235000.0,                    Gri,23500.0,2020-01-02,                        BursaOsmangazi,Bursa
                        1.6,    ACİL SATILIK,1998,260000.0,                    Beyaz,29000.0,2020-01-02,                        İzmirBuca,İzmir
                        1.4 Trendline,    2000 DÜRBÜN GÖĞÜS YENİ KASA BAKIMLI POLO 1.4 16 VALF TAKAS OLUR,2000,300000.0,                    Kırmızı,27750.0,2020-01-02,                        KonyaEreğli,Konya
                        1.4 TDi Trendline,    Tekno Moto dan wolksvagen 1.4 tdi polo,2003,470000.0,                    Beyaz,34500.0,2020-01-02,                        KonyaMeram,Konya
                        1.6,    Yakıt Cimrisi Full Bakımlı,1999,230000.0,                    Beyaz,26750.0,2020-01-02,                        AnkaraÇankaya,Ankara
                        1.2 TDi Trendline,    2012 MODEL POLO 1.2 TDİ,2012,270000.0,                    Beyaz,53500.0,2020-01-02,                        MersinYenişehir,Mersin
                        1.4 Comfortline,    KZY OTOMOTİVDEN TEMİZ BAKIMLI YENİ KASA POLO,2001,295000.0,                    Gümüş Gri,22900.0,2020-01-02,                        KayseriKocasinan,Kayseri
                        1.6,    DEGİŞENSİZ SIFIR VİZE SIFIR MOTOR KLİMALI TERTEMİZ POLO,1997,249000.0,                    Kırmızı,26400.0,2020-01-02,                        DenizliMerkezefendi,Denizli
                        1.4,    1997 KLİMALI BENZİNLİ POLOOO,1997,232000.0,                    Mavi,24500.0,2020-01-02,                        BursaOsmangazi,Bursa
                        1.6,    Polo 1.6 / Klimalı / Hasar Kayıtsız Değişensiz,1998,290000.0,                    Mavi,21250.0,2020-01-02,                        BursaYıldırım,Bursa
                        1.6,    254.000 KM'de 1997 MODEL VOLKSWAGEN POLO 1.6 LPG'li,1997,254000.0,                    Mavi,22900.0,2020-01-02,                        ZonguldakMerkez,Zonguldak
                        1.6,    Model yükseltmek için,1998,249000.0,                    Beyaz,22900.0,2020-01-02,                        AntalyaFinike,Antalya
                        1.4 TDi Trendline,    ALICISINA HAYIRLI OLSUN,2007,234000.0,                    Kırmızı,45000.0,2020-01-02,                        AntalyaKepez,Antalya
                        1.6 Classic,    1998 MODEL HUSUSİ GARAJ ARABASI,1998,300000.0,                    Lacivert,24150.0,2020-01-03,                        DüzceMerkez,Düzce
                        1.4 TDi Basicline,    VOLKSWAGEN POLO BASICLINE 1.4 DİZEL MANUEL 2004,2004,243000.0,                    Beyaz,33900.0,2020-01-03,                        İstanbulAvcılar,İstanbul
                        1.6,    İş değişikliği nedeniyle satılık,2000,263000.0,                    Beyaz,28500.0,2020-01-03,                        AnkaraYenimahalle,Ankara
                        1.6 Classic,    KLIMALI Temiz ağır bakımları yapılmış Polo clasik,1998,244000.0,                    Yeşil,25600.0,2020-01-03,                        MuğlaMenteşe,Muğla
                        1.4 Comfortline,    Değişensiz extralı temiz Polo,2000,240000.0,                    Kırmızı,36400.0,2020-01-03,                        AntalyaAlanya,Antalya
                        1.6,    tofaş fiyatına bakmadan geçme...,1997,255000.0,                    Yeşil,19000.0,2020-01-03,                        Sivasİmranlı,Sivas
                        1.6 Classic,    sorunsuz polo,2001,248600.0,                    Gümüş Gri,28000.0,2020-01-03,                        KocaeliGebze,Kocaeli
                        1.4 TDi Trendline,    BERAT OTOMOTİV'DEN 2008 WOLKSWAVEN 1.4TDİ BEYAZ TERTEMİZZ,2008,330000.0,                    Beyaz,38000.0,2020-01-03,                        AntalyaMuratpaşa,Antalya
                        1.4 TDi Comfortline,    BERAT OTOMOTİV'DEN 2014 VW POLO 1.4 TDİ COMFORTLİNE,2014,239000.0,                    Beyaz,63000.0,2020-01-03,                        AntalyaMuratpaşa,Antalya
                        1.4 Comfortline,    2001 MODEL TAM OTOMATİK VİTES 1.4 COMFORTLİNE POLO,2001,254000.0,                    Gümüş Gri,32000.0,2020-01-03,                        GaziantepŞehitkamil,Gaziantep
                        1.9 TDi,    MASRAFSIZ ÖZEL FİYAT!!!,2000,250000.0,                    Gümüş Gri,27300.0,2020-01-03,                        IspartaMerkez,Isparta
                        1.6,    MASRAFSIZ 98 MODEL TEK KAPI POLO,1998,234000.0,                    Kırmızı,22750.0,2020-01-03,                        İstanbulBaşakşehir,İstanbul
                        1.6,    TEMİZ Ve DiRi,1998,251000.0,                    Yeşil,22000.0,2020-01-03,                        İstanbulŞişli,İstanbul
                        1.6,    MAVİŞİM SATIŞTA,1999,274000.0,                    Mavi,26500.0,2020-01-03,                        İzmirÇiğli,İzmir
                        1.4 Comfortline,    SAHİBİNDEN 2001 MODEL VW POLO,2001,242500.0,                    Gümüş Gri,30750.0,2020-01-03,                        AnkaraEtimesgut,Ankara
                        1.4 TDi Trendline,    Temiz aile aracı,2004,289000.0,                    Gri,36000.0,2020-01-03,                        TekirdağÇorlu,Tekirdağ
                        1.6 Comfortline Classic,    firsat aracı polo,2001,261000.0,                    Gri,23800.0,2020-01-03,                        BursaYenişehir,Bursa
                        1.6 Comfortline Classic,    2001 polo 1.6 otomatik,2001,417000.0,                    Gri,28750.0,2020-01-03,                        AdanaSeyhan,Adana
                        1.4 Highline,    BLACK//CAR DAN 2000 MODEL HİGLİNE POLO HB 1.4 LPG Lİ,2000,242000.0,                    Gümüş Gri,30500.0,2020-01-03,                        AnkaraÇankaya,Ankara
                        1.6 Classic,    KAPORASI ALINDI...,1999,275000.0,                    Lacivert,23750.0,2020-01-03,                        YozgatŞefaatli,Yozgat
                        1.6,"    KLİMALİ, TERTRMİZ",1998,272000.0,                    Kırmızı,27000.0,2020-01-03,                        BurdurMerkez,Burdur
                        1.6,    Acil Satılık,1999,270000.0,                    Beyaz,26500.0,2020-01-03,                        MersinTarsus,Mersin
                        1.6 Classic,    1999 VOLKSWAGEN POLO 1.6 CLASSİC KLİMALI MASRAFSIZ,1999,240000.0,                    Gri,25000.0,2020-01-03,                        KocaeliGölcük,Kocaeli
                        1.4 TDi Primeline,    2003 VOLKSWAGEN POLO 1.4 TDİ PRİMELİNE,2003,377000.0,                    Gümüş Gri,30500.0,2020-01-03,                        TrabzonOrtahisar,Trabzon
                        1.6,    Tertemiz Polo,1998,270000.0,                    Beyaz,24750.0,2020-01-03,                        TekirdağÇorlu,Tekirdağ
                        1.6,    TANER OTOMOTİVDEN MASRAFSIZ 1997 VOLKSWAGEN POLO TEK KAPI..,1997,248000.0,                    Mavi,17900.0,2020-01-03,                        AnkaraAkyurt,Ankara
                        1.4 TDi Basicline,    ACİL SAHİBİNDEN,2005,290000.0,                    Beyaz,31500.0,2020-01-03,                        İstanbulPendik,İstanbul
                        1.6,    DİRİLİŞ OTOMOTİV'DEN 1998 MODEL KLİMALI POLO,1998,276000.0,                    Yeşil,23750.0,2020-01-03,                        KaramanMerkez,Karaman
                        1.4 Comfortline,    temiz araç 2001 1.4 comfordline polo 16 valf dürbün klima,2011,240000.0,                    Kırmızı,26000.0,2020-01-03,                        IspartaMerkez,Isparta
                        1.6,    ÇALIŞKAN'DAN ANKARAYA HAYIRLI OLSUN.,1997,260000.0,                    Mavi,24999.0,2020-01-03,                        AfyonkarahisarDinar,Afyonkarahisar
                        1.6 Classic,    KAZASIZ DEĞİŞENSİZ.,1997,248000.0,                    Kırmızı,27000.0,2020-01-03,                        AntalyaKepez,Antalya
                        1.4 TDi Comfortline,    PoLo PoLo 2003 1.4 Dizel Değişensiz,2003,230000.0,                    Mavi,39750.0,2020-01-03,                        AntalyaManavgat,Antalya
                        1.6 Classic,    SAHİBİNDEN SATLIK KIRMIZIM,1998,270000.0,                    Kırmızı,25000.0,2020-01-03,                        AnkaraKeçiören,Ankara
                        1.6,    sahibinden polo,1998,257000.0,                    Mavi,25500.0,2020-01-03,                        MersinTarsus,Mersin
                        1.6,    KLİMALI POLO 2000 MODEL 1.6 BENZİNLİ,2000,230000.0,                    Gri,26250.0,2020-01-03,                        İstanbulSilivri,İstanbul
                        1.6,    YAKIŞIKLI SATILIKK,1998,245000.0,                    Beyaz,30000.0,2020-01-03,                        İzmirTorbalı,İzmir
                        1.6 TDi Comfortline,    Sahibinden Temiz 2010 Polo 1.6 TDI,2010,290000.0,                    Beyaz,48750.0,2020-01-04,                        İstanbulKadıköy,İstanbul
                        1.4 Comfortline,    pazartesi gününe kadar ilker kardeşime opsiyonlu,2001,251000.0,                    Mavi,28500.0,2020-01-04,                        AntalyaKepez,Antalya
                        1.6,    OTOMATİK POLO UYGUN FİYATA,1997,260000.0,                    Yeşil,26750.0,2020-01-04,                        Samsunİlkadım,Samsun
